geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg,lstf_2016,lstf_2017,lstf_2018,lstf_2019,lstf_2020,lstf_2021,lstf_2022,lstf_2023,lstf_2024,lstf_2025,ndvi_2016,ndvi_2017,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2021,ndvi_2022,ndvi_2023,ndvi_2024,ndvi_2025,ndmi_2016,ndmi_2017,ndmi_2018,ndmi_2019,ndmi_2020,ndmi_2021,ndmi_2022,ndmi_2023,ndmi_2024,ndmi_2025
38538,30.814271926879883,-105.10395812988281,77.63,6.67,0.74,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.17,75.70,76.26,72.57,78.16,72.66,87.89,70.56,73.50,87.84]","[0.11,0.11,0.11,0.11,-0.08,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,-0.01,0.00,0.22,-0.01,0.00,0.00,0.00,-0.01]",16.82,1168.62,90,18,,,,,,,-0.03,0.02,-0.99,0.93,0.95,0.0,,0.04,0.5,108.12,81.17,75.7,76.26,72.57,78.16,72.66,87.89,70.56,73.5,87.84,0.11,0.11,0.11,0.11,-0.08,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,-0.01,0.0,0.22,-0.01,0.0,0.0,0.0,-0.01
38539,30.814271926879883,-105.10391235351562,77.59,6.69,0.74,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.15,75.69,76.26,72.27,78.12,72.66,87.87,70.56,73.49,87.85]","[0.11,0.11,0.11,0.11,-0.08,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,-0.00,0.01,0.22,-0.02,0.00,0.00,0.00,-0.01]",16.87,1168.67,90,19,,,,,,,-0.03,0.02,-0.99,0.93,0.96,0.0,,0.04,0.5,156.88,81.15,75.69,76.26,72.27,78.12,72.66,87.87,70.56,73.49,87.85,0.11,0.11,0.11,0.11,-0.08,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,-0.0,0.01,0.22,-0.02,0.0,0.0,0.0,-0.01
38539,30.814271926879883,-105.10391235351562,77.59,6.69,0.74,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.15,75.69,76.26,72.27,78.12,72.66,87.87,70.56,73.49,87.85]","[0.11,0.11,0.11,0.11,-0.08,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,-0.00,0.01,0.22,-0.02,0.00,0.00,0.00,-0.01]",16.87,1168.67,90,19,,,,,,,-0.03,0.02,-0.99,0.93,0.96,0.0,,0.04,0.5,156.88,81.15,75.69,76.26,72.27,78.12,72.66,87.87,70.56,73.49,87.85,0.11,0.11,0.11,0.11,-0.08,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,-0.0,0.01,0.22,-0.02,0.0,0.0,0.0,-0.01
38540,30.814271926879883,-105.10386657714844,77.55,6.72,0.75,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.13,75.69,76.25,71.97,78.07,72.65,87.86,70.56,73.49,87.85]","[0.11,0.11,0.11,0.11,-0.08,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,0.00,0.02,0.22,-0.02,0.00,0.00,0.00,-0.00]",16.91,1168.71,90,20,,,,,,,-0.03,0.02,-0.98,0.93,0.97,0.0,,0.05,0.5,144.48,81.13,75.69,76.25,71.97,78.07,72.65,87.86,70.56,73.49,87.85,0.11,0.11,0.11,0.11,-0.08,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,0.0,0.02,0.22,-0.02,0.0,0.0,0.0,-0.0
38540,30.814271926879883,-105.10386657714844,77.55,6.72,0.75,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.13,75.69,76.25,71.97,78.07,72.65,87.86,70.56,73.49,87.85]","[0.11,0.11,0.11,0.11,-0.08,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,0.00,0.02,0.22,-0.02,0.00,0.00,0.00,-0.00]",16.91,1168.71,90,20,,,,,,,-0.03,0.02,-0.98,0.93,0.97,0.0,,0.05,0.5,144.48,81.13,75.69,76.25,71.97,78.07,72.65,87.86,70.56,73.49,87.85,0.11,0.11,0.11,0.11,-0.08,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,0.0,0.02,0.22,-0.02,0.0,0.0,0.0,-0.0
38541,30.814271926879883,-105.10382080078125,77.53,6.74,0.75,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.70,76.24,71.79,78.03,72.65,87.86,70.57,73.48,87.87]","[0.11,0.11,0.11,0.11,-0.08,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,0.00,0.02,0.22,-0.02,0.00,0.00,-0.00,-0.00]",16.98,1168.78,90,21,,,,,,,-0.03,0.01,-0.98,0.93,0.98,0.0,,0.06,0.49,151.66,81.12,75.7,76.24,71.79,78.03,72.65,87.86,70.57,73.48,87.87,0.11,0.11,0.11,0.11,-0.08,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,0.0,0.02,0.22,-0.02,0.0,0.0,-0.0,-0.0
38541,30.814271926879883,-105.10382080078125,77.53,6.74,0.75,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.70,76.24,71.79,78.03,72.65,87.86,70.57,73.48,87.87]","[0.11,0.11,0.11,0.11,-0.08,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,0.00,0.02,0.22,-0.02,0.00,0.00,-0.00,-0.00]",16.98,1168.78,90,21,,,,,,,-0.03,0.01,-0.98,0.93,0.98,0.0,,0.06,0.49,151.66,81.12,75.7,76.24,71.79,78.03,72.65,87.86,70.57,73.48,87.87,0.11,0.11,0.11,0.11,-0.08,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,0.0,0.02,0.22,-0.02,0.0,0.0,-0.0,-0.0
38542,30.814271926879883,-105.10376739501953,77.52,6.77,0.75,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.71,76.22,71.70,78.01,72.65,87.87,70.58,73.48,87.89]","[0.11,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.11,0.10]","[-0.01,-0.01,-0.01,0.02,0.21,-0.02,0.00,0.00,-0.01,-0.01]",17.16,1168.96,90,22,,,,,,,-0.04,0.0,-0.98,0.92,0.99,0.0,,0.04,0.47,183.1,81.12,75.71,76.22,71.7,78.01,72.65,87.87,70.58,73.48,87.89,0.11,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.11,0.1,-0.01,-0.01,-0.01,0.02,0.21,-0.02,0.0,0.0,-0.01,-0.01
38542,30.814271926879883,-105.10376739501953,77.52,6.77,0.75,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.71,76.22,71.70,78.01,72.65,87.87,70.58,73.48,87.89]","[0.11,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.11,0.10]","[-0.01,-0.01,-0.01,0.02,0.21,-0.02,0.00,0.00,-0.01,-0.01]",17.16,1168.96,90,22,,,,,,,-0.04,0.0,-0.98,0.92,0.99,0.0,,0.04,0.47,183.1,81.12,75.71,76.22,71.7,78.01,72.65,87.87,70.58,73.48,87.89,0.11,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.11,0.1,-0.01,-0.01,-0.01,0.02,0.21,-0.02,0.0,0.0,-0.01,-0.01
38543,30.814271926879883,-105.10372924804688,77.52,6.8,0.75,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.72,76.20,71.61,77.98,72.65,87.87,70.60,73.48,87.91]","[0.11,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.11,0.10]","[-0.01,-0.01,-0.01,0.02,0.21,-0.02,0.00,0.00,-0.01,-0.01]",17.34,1169.13,90,23,,,,,,,-0.04,-0.0,-0.98,0.92,0.99,0.0,,0.04,0.53,218.26,81.12,75.72,76.2,71.61,77.98,72.65,87.87,70.6,73.48,87.91,0.11,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.11,0.1,-0.01,-0.01,-0.01,0.02,0.21,-0.02,0.0,0.0,-0.01,-0.01
38543,30.814271926879883,-105.10372924804688,77.52,6.8,0.75,0.09,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.72,76.20,71.61,77.98,72.65,87.87,70.60,73.48,87.91]","[0.11,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.11,0.10]","[-0.01,-0.01,-0.01,0.02,0.21,-0.02,0.00,0.00,-0.01,-0.01]",17.34,1169.13,90,23,,,,,,,-0.04,-0.0,-0.98,0.92,0.99,0.0,,0.04,0.53,218.26,81.12,75.72,76.2,71.61,77.98,72.65,87.87,70.6,73.48,87.91,0.11,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.11,0.1,-0.01,-0.01,-0.01,0.02,0.21,-0.02,0.0,0.0,-0.01,-0.01
38544,30.814271926879883,-105.10369110107422,77.51,6.82,0.76,0.09,-0.01,0.0,0.01,0.0,0.0,"[81.12,75.73,76.19,71.51,77.95,72.66,87.88,70.61,73.48,87.94]","[0.10,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.10,0.10]","[-0.01,-0.02,-0.01,0.01,0.20,-0.02,-0.00,0.00,-0.02,-0.01]",17.47,1169.26,90,24,,,,,,,-0.04,-0.01,-0.98,0.91,0.98,0.0,,0.04,0.5,175.11,81.12,75.73,76.19,71.51,77.95,72.66,87.88,70.61,73.48,87.94,0.1,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.1,0.1,-0.01,-0.02,-0.01,0.01,0.2,-0.02,-0.0,0.0,-0.02,-0.01
38544,30.814271926879883,-105.10369110107422,77.51,6.82,0.76,0.09,-0.01,0.0,0.01,0.0,0.0,"[81.12,75.73,76.19,71.51,77.95,72.66,87.88,70.61,73.48,87.94]","[0.10,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.10,0.10]","[-0.01,-0.02,-0.01,0.01,0.20,-0.02,-0.00,0.00,-0.02,-0.01]",17.47,1169.26,90,24,,,,,,,-0.04,-0.01,-0.98,0.91,0.98,0.0,,0.04,0.5,175.11,81.12,75.73,76.19,71.51,77.95,72.66,87.88,70.61,73.48,87.94,0.1,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.1,0.1,-0.01,-0.02,-0.01,0.01,0.2,-0.02,-0.0,0.0,-0.02,-0.01
38545,30.814271926879883,-105.10363006591797,77.5,6.85,0.76,0.09,-0.0,0.0,0.01,0.0,0.0,"[81.11,75.74,76.17,71.42,77.93,72.66,87.88,70.63,73.48,87.96]","[0.10,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.10,0.10]","[-0.02,-0.02,-0.01,0.01,0.20,-0.02,-0.01,0.00,-0.02,-0.02]",17.59,1169.39,90,25,,,,,,,-0.04,-0.02,-0.98,0.9,0.96,0.0,,0.03,0.5,149.78,81.11,75.74,76.17,71.42,77.93,72.66,87.88,70.63,73.48,87.96,0.1,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.1,0.1,-0.02,-0.02,-0.01,0.01,0.2,-0.02,-0.01,0.0,-0.02,-0.02
38545,30.814271926879883,-105.10363006591797,77.5,6.85,0.76,0.09,-0.0,0.0,0.01,0.0,0.0,"[81.11,75.74,76.17,71.42,77.93,72.66,87.88,70.63,73.48,87.96]","[0.10,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.10,0.10]","[-0.02,-0.02,-0.01,0.01,0.20,-0.02,-0.01,0.00,-0.02,-0.02]",17.59,1169.39,90,25,,,,,,,-0.04,-0.02,-0.98,0.9,0.96,0.0,,0.03,0.5,149.78,81.11,75.74,76.17,71.42,77.93,72.66,87.88,70.63,73.48,87.96,0.1,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.1,0.1,-0.02,-0.02,-0.01,0.01,0.2,-0.02,-0.01,0.0,-0.02,-0.02
38546,30.814271926879883,-105.10360717773438,77.49,6.88,0.76,0.09,0.0,0.0,0.01,0.0,0.0,"[81.11,75.76,76.16,71.33,77.90,72.66,87.89,70.64,73.48,87.99]","[0.10,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.10,0.10]","[-0.02,-0.02,-0.01,0.01,0.19,-0.02,-0.01,0.00,-0.02,-0.02]",17.7,1169.5,90,26,,,,,,,-0.05,-0.02,-0.97,0.9,0.95,0.0,,0.04,0.51,190.16,81.11,75.76,76.16,71.33,77.9,72.66,87.89,70.64,73.48,87.99,0.1,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.1,0.1,-0.02,-0.02,-0.01,0.01,0.19,-0.02,-0.01,0.0,-0.02,-0.02
38546,30.814271926879883,-105.10360717773438,77.49,6.88,0.76,0.09,0.0,0.0,0.01,0.0,0.0,"[81.11,75.76,76.16,71.33,77.90,72.66,87.89,70.64,73.48,87.99]","[0.10,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.10,0.10]","[-0.02,-0.02,-0.01,0.01,0.19,-0.02,-0.01,0.00,-0.02,-0.02]",17.7,1169.5,90,26,,,,,,,-0.05,-0.02,-0.97,0.9,0.95,0.0,,0.04,0.51,190.16,81.11,75.76,76.16,71.33,77.9,72.66,87.89,70.64,73.48,87.99,0.1,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.1,0.1,-0.02,-0.02,-0.01,0.01,0.19,-0.02,-0.01,0.0,-0.02,-0.02
38547,30.814271926879883,-105.10355377197266,77.49,6.9,0.77,0.09,0.0,0.0,0.01,0.0,0.0,"[81.11,75.77,76.14,71.30,77.88,72.66,87.90,70.66,73.47,88.01]","[0.10,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.10,0.10]","[-0.02,-0.02,-0.01,0.01,0.19,-0.02,-0.01,0.00,-0.03,-0.02]",17.73,1169.53,90,27,,,,,,,-0.05,-0.03,-0.97,0.9,0.94,0.0,,0.06,0.49,142.65,81.11,75.77,76.14,71.3,77.88,72.66,87.9,70.66,73.47,88.01,0.1,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.1,0.1,-0.02,-0.02,-0.01,0.01,0.19,-0.02,-0.01,0.0,-0.03,-0.02
38547,30.814271926879883,-105.10355377197266,77.49,6.9,0.77,0.09,0.0,0.0,0.01,0.0,0.0,"[81.11,75.77,76.14,71.30,77.88,72.66,87.90,70.66,73.47,88.01]","[0.10,0.10,0.11,0.11,-0.07,0.10,0.11,0.11,0.10,0.10]","[-0.02,-0.02,-0.01,0.01,0.19,-0.02,-0.01,0.00,-0.03,-0.02]",17.73,1169.53,90,27,,,,,,,-0.05,-0.03,-0.97,0.9,0.94,0.0,,0.06,0.49,142.65,81.11,75.77,76.14,71.3,77.88,72.66,87.9,70.66,73.47,88.01,0.1,0.1,0.11,0.11,-0.07,0.1,0.11,0.11,0.1,0.1,-0.02,-0.02,-0.01,0.01,0.19,-0.02,-0.01,0.0,-0.03,-0.02
38548,30.814271926879883,-105.103515625,77.5,6.92,0.77,0.08,-0.01,0.0,0.01,0.0,0.0,"[81.11,75.78,76.13,71.32,77.86,72.67,87.91,70.68,73.47,88.03]","[0.10,0.10,0.10,0.10,-0.07,0.10,0.11,0.11,0.10,0.09]","[-0.02,-0.02,-0.01,0.02,0.20,-0.02,-0.01,0.00,-0.02,-0.01]",17.82,1169.62,90,28,,,,,,,-0.05,-0.03,-0.97,0.9,0.95,0.0,,0.06,0.5,176.62,81.11,75.78,76.13,71.32,77.86,72.67,87.91,70.68,73.47,88.03,0.1,0.1,0.1,0.1,-0.07,0.1,0.11,0.11,0.1,0.09,-0.02,-0.02,-0.01,0.02,0.2,-0.02,-0.01,0.0,-0.02,-0.01
38548,30.814271926879883,-105.103515625,77.5,6.92,0.77,0.08,-0.01,0.0,0.01,0.0,0.0,"[81.11,75.78,76.13,71.32,77.86,72.67,87.91,70.68,73.47,88.03]","[0.10,0.10,0.10,0.10,-0.07,0.10,0.11,0.11,0.10,0.09]","[-0.02,-0.02,-0.01,0.02,0.20,-0.02,-0.01,0.00,-0.02,-0.01]",17.82,1169.62,90,28,,,,,,,-0.05,-0.03,-0.97,0.9,0.95,0.0,,0.06,0.5,176.62,81.11,75.78,76.13,71.32,77.86,72.67,87.91,70.68,73.47,88.03,0.1,0.1,0.1,0.1,-0.07,0.1,0.11,0.11,0.1,0.09,-0.02,-0.02,-0.01,0.02,0.2,-0.02,-0.01,0.0,-0.02,-0.01
38549,30.814271926879883,-105.10345458984375,77.5,6.95,0.77,0.08,-0.01,0.0,0.01,0.0,0.0,"[81.11,75.79,76.12,71.35,77.85,72.68,87.92,70.70,73.46,88.06]","[0.10,0.10,0.10,0.10,-0.07,0.10,0.11,0.11,0.10,0.09]","[-0.01,-0.02,-0.01,0.02,0.20,-0.02,-0.01,0.00,-0.02,-0.01]",17.89,1169.69,90,29,,,,,,,-0.04,-0.02,-0.97,0.91,0.95,0.0,,0.06,0.51,161.06,81.11,75.79,76.12,71.35,77.85,72.68,87.92,70.7,73.46,88.06,0.1,0.1,0.1,0.1,-0.07,0.1,0.11,0.11,0.1,0.09,-0.01,-0.02,-0.01,0.02,0.2,-0.02,-0.01,0.0,-0.02,-0.01
38549,30.814271926879883,-105.10345458984375,77.5,6.95,0.77,0.08,-0.01,0.0,0.01,0.0,0.0,"[81.11,75.79,76.12,71.35,77.85,72.68,87.92,70.70,73.46,88.06]","[0.10,0.10,0.10,0.10,-0.07,0.10,0.11,0.11,0.10,0.09]","[-0.01,-0.02,-0.01,0.02,0.20,-0.02,-0.01,0.00,-0.02,-0.01]",17.89,1169.69,90,29,,,,,,,-0.04,-0.02,-0.97,0.91,0.95,0.0,,0.06,0.51,161.06,81.11,75.79,76.12,71.35,77.85,72.68,87.92,70.7,73.46,88.06,0.1,0.1,0.1,0.1,-0.07,0.1,0.11,0.11,0.1,0.09,-0.01,-0.02,-0.01,0.02,0.2,-0.02,-0.01,0.0,-0.02,-0.01
38550,30.814271926879883,-105.1034164428711,77.51,6.97,0.77,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.11,75.80,76.11,71.37,77.83,72.68,87.94,70.72,73.46,88.08]","[0.10,0.10,0.10,0.10,-0.07,0.09,0.11,0.11,0.10,0.09]","[-0.01,-0.01,0.00,0.02,0.20,-0.01,0.00,0.00,-0.02,-0.01]",17.9,1169.7,90,30,,,,,,,-0.04,-0.02,-0.97,0.91,0.95,0.0,,0.08,0.49,147.72,81.11,75.8,76.11,71.37,77.83,72.68,87.94,70.72,73.46,88.08,0.1,0.1,0.1,0.1,-0.07,0.09,0.11,0.11,0.1,0.09,-0.01,-0.01,0.0,0.02,0.2,-0.01,0.0,0.0,-0.02,-0.01
38550,30.814271926879883,-105.1034164428711,77.51,6.97,0.77,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.11,75.80,76.11,71.37,77.83,72.68,87.94,70.72,73.46,88.08]","[0.10,0.10,0.10,0.10,-0.07,0.09,0.11,0.11,0.10,0.09]","[-0.01,-0.01,0.00,0.02,0.20,-0.01,0.00,0.00,-0.02,-0.01]",17.9,1169.7,90,30,,,,,,,-0.04,-0.02,-0.97,0.91,0.95,0.0,,0.08,0.49,147.72,81.11,75.8,76.11,71.37,77.83,72.68,87.94,70.72,73.46,88.08,0.1,0.1,0.1,0.1,-0.07,0.09,0.11,0.11,0.1,0.09,-0.01,-0.01,0.0,0.02,0.2,-0.01,0.0,0.0,-0.02,-0.01
38551,30.814271926879883,-105.1033706665039,77.52,6.99,0.78,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.11,75.81,76.10,71.40,77.82,72.69,87.95,70.73,73.45,88.11]","[0.10,0.10,0.10,0.10,-0.07,0.09,0.11,0.11,0.10,0.09]","[-0.01,-0.01,0.00,0.03,0.21,-0.01,0.00,0.00,-0.01,-0.00]",17.89,1169.69,90,31,,,,,,,-0.04,-0.02,-0.97,0.92,0.95,0.0,,0.09,0.52,145.56,81.11,75.81,76.1,71.4,77.82,72.69,87.95,70.73,73.45,88.11,0.1,0.1,0.1,0.1,-0.07,0.09,0.11,0.11,0.1,0.09,-0.01,-0.01,0.0,0.03,0.21,-0.01,0.0,0.0,-0.01,-0.0
38551,30.814271926879883,-105.1033706665039,77.52,6.99,0.78,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.11,75.81,76.10,71.40,77.82,72.69,87.95,70.73,73.45,88.11]","[0.10,0.10,0.10,0.10,-0.07,0.09,0.11,0.11,0.10,0.09]","[-0.01,-0.01,0.00,0.03,0.21,-0.01,0.00,0.00,-0.01,-0.00]",17.89,1169.69,90,31,,,,,,,-0.04,-0.02,-0.97,0.92,0.95,0.0,,0.09,0.52,145.56,81.11,75.81,76.1,71.4,77.82,72.69,87.95,70.73,73.45,88.11,0.1,0.1,0.1,0.1,-0.07,0.09,0.11,0.11,0.1,0.09,-0.01,-0.01,0.0,0.03,0.21,-0.01,0.0,0.0,-0.01,-0.0
38552,30.814271926879883,-105.10333251953125,77.52,7.02,0.78,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.82,76.09,71.42,77.80,72.69,87.96,70.75,73.44,88.13]","[0.10,0.10,0.10,0.10,-0.07,0.09,0.11,0.11,0.10,0.09]","[-0.00,-0.01,0.00,0.03,0.21,-0.01,0.00,0.01,-0.01,0.00]",17.86,1169.66,90,32,,,,,,,-0.03,-0.02,-0.97,0.92,0.95,0.0,,0.11,0.48,123.72,81.12,75.82,76.09,71.42,77.8,72.69,87.96,70.75,73.44,88.13,0.1,0.1,0.1,0.1,-0.07,0.09,0.11,0.11,0.1,0.09,-0.0,-0.01,0.0,0.03,0.21,-0.01,0.0,0.01,-0.01,0.0
38552,30.814271926879883,-105.10333251953125,77.52,7.02,0.78,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.82,76.09,71.42,77.80,72.69,87.96,70.75,73.44,88.13]","[0.10,0.10,0.10,0.10,-0.07,0.09,0.11,0.11,0.10,0.09]","[-0.00,-0.01,0.00,0.03,0.21,-0.01,0.00,0.01,-0.01,0.00]",17.86,1169.66,90,32,,,,,,,-0.03,-0.02,-0.97,0.92,0.95,0.0,,0.11,0.48,123.72,81.12,75.82,76.09,71.42,77.8,72.69,87.96,70.75,73.44,88.13,0.1,0.1,0.1,0.1,-0.07,0.09,0.11,0.11,0.1,0.09,-0.0,-0.01,0.0,0.03,0.21,-0.01,0.0,0.01,-0.01,0.0
38553,30.814271926879883,-105.10327911376953,77.53,7.04,0.78,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.84,76.08,71.48,77.79,72.70,87.97,70.77,73.43,88.15]","[0.10,0.10,0.10,0.10,-0.07,0.09,0.11,0.11,0.10,0.09]","[-0.00,-0.01,0.00,0.03,0.21,-0.01,0.00,0.01,-0.01,0.00]",17.93,1169.73,90,33,,,,,,,-0.03,-0.02,-0.97,0.93,0.95,0.0,,0.11,0.52,204.87,81.12,75.84,76.08,71.48,77.79,72.7,87.97,70.77,73.43,88.15,0.1,0.1,0.1,0.1,-0.07,0.09,0.11,0.11,0.1,0.09,-0.0,-0.01,0.0,0.03,0.21,-0.01,0.0,0.01,-0.01,0.0
38553,30.814271926879883,-105.10327911376953,77.53,7.04,0.78,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.12,75.84,76.08,71.48,77.79,72.70,87.97,70.77,73.43,88.15]","[0.10,0.10,0.10,0.10,-0.07,0.09,0.11,0.11,0.10,0.09]","[-0.00,-0.01,0.00,0.03,0.21,-0.01,0.00,0.01,-0.01,0.00]",17.93,1169.73,90,33,,,,,,,-0.03,-0.02,-0.97,0.93,0.95,0.0,,0.11,0.52,204.87,81.12,75.84,76.08,71.48,77.79,72.7,87.97,70.77,73.43,88.15,0.1,0.1,0.1,0.1,-0.07,0.09,0.11,0.11,0.1,0.09,-0.0,-0.01,0.0,0.03,0.21,-0.01,0.0,0.01,-0.01,0.0
38554,30.814271926879883,-105.10324096679688,77.54,7.06,0.78,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.11,75.85,76.09,71.56,77.77,72.70,87.98,70.79,73.41,88.17]","[0.10,0.10,0.10,0.10,-0.06,0.09,0.11,0.11,0.10,0.09]","[-0.01,-0.01,0.00,0.03,0.20,-0.01,0.00,0.00,-0.01,0.00]",17.86,1169.66,90,34,,,,,,,-0.03,-0.03,-0.97,0.93,0.94,0.0,,0.11,0.5,272.37,81.11,75.85,76.09,71.56,77.77,72.7,87.98,70.79,73.41,88.17,0.1,0.1,0.1,0.1,-0.06,0.09,0.11,0.11,0.1,0.09,-0.01,-0.01,0.0,0.03,0.2,-0.01,0.0,0.0,-0.01,0.0
38554,30.814271926879883,-105.10324096679688,77.54,7.06,0.78,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.11,75.85,76.09,71.56,77.77,72.70,87.98,70.79,73.41,88.17]","[0.10,0.10,0.10,0.10,-0.06,0.09,0.11,0.11,0.10,0.09]","[-0.01,-0.01,0.00,0.03,0.20,-0.01,0.00,0.00,-0.01,0.00]",17.86,1169.66,90,34,,,,,,,-0.03,-0.03,-0.97,0.93,0.94,0.0,,0.11,0.5,272.37,81.11,75.85,76.09,71.56,77.77,72.7,87.98,70.79,73.41,88.17,0.1,0.1,0.1,0.1,-0.06,0.09,0.11,0.11,0.1,0.09,-0.01,-0.01,0.0,0.03,0.2,-0.01,0.0,0.0,-0.01,0.0
38555,30.814271926879883,-105.10320281982422,77.55,7.09,0.79,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.11,75.86,76.09,71.65,77.75,72.70,87.99,70.81,73.39,88.19]","[0.10,0.10,0.10,0.10,-0.06,0.09,0.11,0.11,0.10,0.09]","[-0.01,-0.01,0.00,0.03,0.20,-0.01,0.00,0.00,-0.01,0.00]",17.77,1169.57,90,35,,,,,,,-0.03,-0.03,-0.97,0.94,0.94,0.0,,0.1,0.5,215.35,81.11,75.86,76.09,71.65,77.75,72.7,87.99,70.81,73.39,88.19,0.1,0.1,0.1,0.1,-0.06,0.09,0.11,0.11,0.1,0.09,-0.01,-0.01,0.0,0.03,0.2,-0.01,0.0,0.0,-0.01,0.0
38555,30.814271926879883,-105.10320281982422,77.55,7.09,0.79,0.08,-0.01,0.0,0.02,0.0,0.0,"[81.11,75.86,76.09,71.65,77.75,72.70,87.99,70.81,73.39,88.19]","[0.10,0.10,0.10,0.10,-0.06,0.09,0.11,0.11,0.10,0.09]","[-0.01,-0.01,0.00,0.03,0.20,-0.01,0.00,0.00,-0.01,0.00]",17.77,1169.57,90,35,,,,,,,-0.03,-0.03,-0.97,0.94,0.94,0.0,,0.1,0.5,215.35,81.11,75.86,76.09,71.65,77.75,72.7,87.99,70.81,73.39,88.19,0.1,0.1,0.1,0.1,-0.06,0.09,0.11,0.11,0.1,0.09,-0.01,-0.01,0.0,0.03,0.2,-0.01,0.0,0.0,-0.01,0.0
