geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg,lstf_2016,lstf_2017,lstf_2018,lstf_2019,lstf_2020,lstf_2021,lstf_2022,lstf_2023,lstf_2024,lstf_2025,ndvi_2016,ndvi_2017,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2021,ndvi_2022,ndvi_2023,ndvi_2024,ndvi_2025,ndmi_2016,ndmi_2017,ndmi_2018,ndmi_2019,ndmi_2020,ndmi_2021,ndmi_2022,ndmi_2023,ndmi_2024,ndmi_2025
56978,30.812339782714844,-105.10234069824219,80.04,7.29,0.81,0.09,0.0,0.0,-0.0,0.01,0.0,"[82.68,77.63,83.01,68.57,78.02,74.44,98.88,72.69,74.50,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.05,-0.04,-0.02,0.04,0.16,-0.03,-0.02,-0.02,-0.03,-0.03]",10.65,1162.44,133,54,,,,,,,0.11,-0.23,-0.93,0.75,0.52,0.0,,0.05,0.53,198.81,82.68,77.63,83.01,68.57,78.02,74.44,98.88,72.69,74.5,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.05,-0.04,-0.02,0.04,0.16,-0.03,-0.02,-0.02,-0.03,-0.03
56979,30.812339782714844,-105.102294921875,80.05,7.31,0.81,0.09,0.0,0.0,-0.0,0.01,0.0,"[82.66,77.57,83.27,68.64,78.00,74.42,98.83,72.67,74.50,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.04,-0.02,0.01,0.17,-0.03,-0.02,-0.01,-0.02,-0.03]",10.52,1162.32,133,55,,,,,,,0.11,-0.17,-0.96,0.75,0.64,0.0,,0.04,0.44,175.45,82.66,77.57,83.27,68.64,78.0,74.42,98.83,72.67,74.5,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.04,-0.02,0.01,0.17,-0.03,-0.02,-0.01,-0.02,-0.03
56979,30.812339782714844,-105.102294921875,80.05,7.31,0.81,0.09,0.0,0.0,-0.0,0.01,0.0,"[82.66,77.57,83.27,68.64,78.00,74.42,98.83,72.67,74.50,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.04,-0.02,0.01,0.17,-0.03,-0.02,-0.01,-0.02,-0.03]",10.52,1162.32,133,55,,,,,,,0.11,-0.17,-0.96,0.75,0.64,0.0,,0.04,0.44,175.45,82.66,77.57,83.27,68.64,78.0,74.42,98.83,72.67,74.5,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.04,-0.02,0.01,0.17,-0.03,-0.02,-0.01,-0.02,-0.03
56980,30.812339782714844,-105.10224914550781,80.07,7.33,0.81,0.09,0.0,0.0,0.0,0.01,0.0,"[82.64,77.51,83.54,68.70,77.97,74.41,98.77,72.64,74.49,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,-0.01,0.18,-0.02,-0.02,-0.01,-0.02,-0.03]",10.76,1162.56,133,56,,,,,,,0.11,-0.11,-0.97,0.75,0.76,0.0,,0.06,0.53,211.2,82.64,77.51,83.54,68.7,77.97,74.41,98.77,72.64,74.49,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,-0.01,0.18,-0.02,-0.02,-0.01,-0.02,-0.03
56980,30.812339782714844,-105.10224914550781,80.07,7.33,0.81,0.09,0.0,0.0,0.0,0.01,0.0,"[82.64,77.51,83.54,68.70,77.97,74.41,98.77,72.64,74.49,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,-0.01,0.18,-0.02,-0.02,-0.01,-0.02,-0.03]",10.76,1162.56,133,56,,,,,,,0.11,-0.11,-0.97,0.75,0.76,0.0,,0.06,0.53,211.2,82.64,77.51,83.54,68.7,77.97,74.41,98.77,72.64,74.49,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,-0.01,0.18,-0.02,-0.02,-0.01,-0.02,-0.03
56981,30.812339782714844,-105.10220336914062,80.08,7.35,0.82,0.09,0.0,0.0,0.0,0.01,0.0,"[82.62,77.46,83.77,68.78,77.95,74.40,98.70,72.61,74.49,89.97]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,-0.02,0.18,-0.02,-0.01,-0.00,-0.01,-0.02]",11.0,1162.8,133,57,,,,,,,0.11,-0.1,-0.97,0.76,0.79,0.0,,0.05,0.51,181.71,82.62,77.46,83.77,68.78,77.95,74.4,98.7,72.61,74.49,89.97,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,-0.02,0.18,-0.02,-0.01,-0.0,-0.01,-0.02
56981,30.812339782714844,-105.10220336914062,80.08,7.35,0.82,0.09,0.0,0.0,0.0,0.01,0.0,"[82.62,77.46,83.77,68.78,77.95,74.40,98.70,72.61,74.49,89.97]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,-0.02,0.18,-0.02,-0.01,-0.00,-0.01,-0.02]",11.0,1162.8,133,57,,,,,,,0.11,-0.1,-0.97,0.76,0.79,0.0,,0.05,0.51,181.71,82.62,77.46,83.77,68.78,77.95,74.4,98.7,72.61,74.49,89.97,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,-0.02,0.18,-0.02,-0.01,-0.0,-0.01,-0.02
56982,30.812339782714844,-105.10215759277344,80.08,7.34,0.82,0.09,0.0,0.0,0.0,0.02,0.0,"[82.60,77.43,83.97,68.88,77.95,74.38,98.60,72.57,74.48,89.95]","[0.11,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,0.01,0.18,-0.02,-0.01,-0.01,-0.01,-0.02]",11.15,1162.95,133,58,,,,,,,0.11,-0.16,-0.97,0.76,0.66,0.0,,0.06,0.56,174.72,82.6,77.43,83.97,68.88,77.95,74.38,98.6,72.57,74.48,89.95,0.11,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,0.01,0.18,-0.02,-0.01,-0.01,-0.01,-0.02
56982,30.812339782714844,-105.10215759277344,80.08,7.34,0.82,0.09,0.0,0.0,0.0,0.02,0.0,"[82.60,77.43,83.97,68.88,77.95,74.38,98.60,72.57,74.48,89.95]","[0.11,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,0.01,0.18,-0.02,-0.01,-0.01,-0.01,-0.02]",11.15,1162.95,133,58,,,,,,,0.11,-0.16,-0.97,0.76,0.66,0.0,,0.06,0.56,174.72,82.6,77.43,83.97,68.88,77.95,74.38,98.6,72.57,74.48,89.95,0.11,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,0.01,0.18,-0.02,-0.01,-0.01,-0.01,-0.02
56983,30.812339782714844,-105.10211181640625,80.09,7.34,0.82,0.09,0.0,0.0,0.0,0.02,0.0,"[82.58,77.40,84.17,68.97,77.94,74.37,98.50,72.52,74.48,89.93]","[0.11,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,0.04,0.18,-0.02,-0.02,-0.01,-0.02,-0.02]",11.1,1162.9,133,59,,,,,,,0.11,-0.22,-0.94,0.76,0.55,0.0,,0.11,0.51,176.3,82.58,77.4,84.17,68.97,77.94,74.37,98.5,72.52,74.48,89.93,0.11,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,0.04,0.18,-0.02,-0.02,-0.01,-0.02,-0.02
56983,30.812339782714844,-105.10211181640625,80.09,7.34,0.82,0.09,0.0,0.0,0.0,0.02,0.0,"[82.58,77.40,84.17,68.97,77.94,74.37,98.50,72.52,74.48,89.93]","[0.11,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,0.04,0.18,-0.02,-0.02,-0.01,-0.02,-0.02]",11.1,1162.9,133,59,,,,,,,0.11,-0.22,-0.94,0.76,0.55,0.0,,0.11,0.51,176.3,82.58,77.4,84.17,68.97,77.94,74.37,98.5,72.52,74.48,89.93,0.11,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,0.04,0.18,-0.02,-0.02,-0.01,-0.02,-0.02
56984,30.812339782714844,-105.1020736694336,80.09,7.34,0.82,0.09,0.0,0.0,0.01,0.02,0.0,"[82.56,77.36,84.36,69.07,77.94,74.36,98.40,72.48,74.47,89.90]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,0.07,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",10.96,1162.76,133,60,,,,,,,0.11,-0.27,-0.89,0.76,0.46,0.0,,0.13,0.43,201.56,82.56,77.36,84.36,69.07,77.94,74.36,98.4,72.48,74.47,89.9,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,0.07,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56984,30.812339782714844,-105.1020736694336,80.09,7.34,0.82,0.09,0.0,0.0,0.01,0.02,0.0,"[82.56,77.36,84.36,69.07,77.94,74.36,98.40,72.48,74.47,89.90]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.01,0.07,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",10.96,1162.76,133,60,,,,,,,0.11,-0.27,-0.89,0.76,0.46,0.0,,0.13,0.43,201.56,82.56,77.36,84.36,69.07,77.94,74.36,98.4,72.48,74.47,89.9,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.01,0.07,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56985,30.812339782714844,-105.1020278930664,80.1,7.34,0.82,0.09,-0.0,0.0,0.01,0.02,0.0,"[82.54,77.33,84.56,69.17,77.93,74.35,98.30,72.43,74.47,89.88]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.02,0.10,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",10.99,1162.79,133,61,,,,,,,0.11,-0.3,-0.83,0.77,0.39,0.0,,0.12,0.43,205.33,82.54,77.33,84.56,69.17,77.93,74.35,98.3,72.43,74.47,89.88,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.02,0.1,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56985,30.812339782714844,-105.1020278930664,80.1,7.34,0.82,0.09,-0.0,0.0,0.01,0.02,0.0,"[82.54,77.33,84.56,69.17,77.93,74.35,98.30,72.43,74.47,89.88]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.12,0.10,0.10]","[-0.04,-0.03,-0.02,0.10,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",10.99,1162.79,133,61,,,,,,,0.11,-0.3,-0.83,0.77,0.39,0.0,,0.12,0.43,205.33,82.54,77.33,84.56,69.17,77.93,74.35,98.3,72.43,74.47,89.88,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.12,0.1,0.1,-0.04,-0.03,-0.02,0.1,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56986,30.812339782714844,-105.10197448730469,80.1,7.34,0.82,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.52,77.29,84.76,69.26,77.92,74.33,98.20,72.39,74.46,89.86]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.13,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",11.11,1162.91,133,62,,,,,,,0.11,-0.33,-0.76,0.77,0.35,0.01,,0.12,0.41,205.46,82.52,77.29,84.76,69.26,77.92,74.33,98.2,72.39,74.46,89.86,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.13,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56986,30.812339782714844,-105.10197448730469,80.1,7.34,0.82,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.52,77.29,84.76,69.26,77.92,74.33,98.20,72.39,74.46,89.86]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.13,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",11.11,1162.91,133,62,,,,,,,0.11,-0.33,-0.76,0.77,0.35,0.01,,0.12,0.41,205.46,82.52,77.29,84.76,69.26,77.92,74.33,98.2,72.39,74.46,89.86,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.13,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56987,30.812339782714844,-105.10193634033203,80.1,7.33,0.81,0.09,-0.01,0.0,0.01,0.03,0.0,"[82.51,77.27,84.90,69.36,77.92,74.32,98.11,72.34,74.45,89.84]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.14,0.17,-0.04,-0.02,-0.02,-0.02,-0.02]",11.34,1163.14,133,63,,,,,,,0.1,-0.34,-0.73,0.77,0.33,0.02,,0.13,0.43,210.13,82.51,77.27,84.9,69.36,77.92,74.32,98.11,72.34,74.45,89.84,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.14,0.17,-0.04,-0.02,-0.02,-0.02,-0.02
56987,30.812339782714844,-105.10193634033203,80.1,7.33,0.81,0.09,-0.01,0.0,0.01,0.03,0.0,"[82.51,77.27,84.90,69.36,77.92,74.32,98.11,72.34,74.45,89.84]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.14,0.17,-0.04,-0.02,-0.02,-0.02,-0.02]",11.34,1163.14,133,63,,,,,,,0.1,-0.34,-0.73,0.77,0.33,0.02,,0.13,0.43,210.13,82.51,77.27,84.9,69.36,77.92,74.32,98.11,72.34,74.45,89.84,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.14,0.17,-0.04,-0.02,-0.02,-0.02,-0.02
56988,30.812339782714844,-105.10189819335938,80.1,7.33,0.81,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.49,77.26,84.97,69.46,77.93,74.32,98.04,72.31,74.45,89.82]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.12,0.17,-0.04,-0.03,-0.02,-0.03,-0.02]",11.69,1163.49,133,64,,,,,,,0.1,-0.33,-0.77,0.78,0.36,0.01,,0.12,0.55,261.49,82.49,77.26,84.97,69.46,77.93,74.32,98.04,72.31,74.45,89.82,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.12,0.17,-0.04,-0.03,-0.02,-0.03,-0.02
56988,30.812339782714844,-105.10189819335938,80.1,7.33,0.81,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.49,77.26,84.97,69.46,77.93,74.32,98.04,72.31,74.45,89.82]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.12,0.17,-0.04,-0.03,-0.02,-0.03,-0.02]",11.69,1163.49,133,64,,,,,,,0.1,-0.33,-0.77,0.78,0.36,0.01,,0.12,0.55,261.49,82.49,77.26,84.97,69.46,77.93,74.32,98.04,72.31,74.45,89.82,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.12,0.17,-0.04,-0.03,-0.02,-0.03,-0.02
56989,30.812339782714844,-105.10184478759766,80.1,7.32,0.81,0.09,-0.01,0.0,0.0,0.02,0.0,"[82.47,77.24,85.04,69.55,77.94,74.31,97.97,72.28,74.44,89.79]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.10,0.17,-0.04,-0.03,-0.02,-0.03,-0.02]",11.88,1163.68,133,65,,,,,,,0.1,-0.3,-0.82,0.79,0.39,0.0,,0.1,0.58,254.45,82.47,77.24,85.04,69.55,77.94,74.31,97.97,72.28,74.44,89.79,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.1,0.17,-0.04,-0.03,-0.02,-0.03,-0.02
56989,30.812339782714844,-105.10184478759766,80.1,7.32,0.81,0.09,-0.01,0.0,0.0,0.02,0.0,"[82.47,77.24,85.04,69.55,77.94,74.31,97.97,72.28,74.44,89.79]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.10,0.17,-0.04,-0.03,-0.02,-0.03,-0.02]",11.88,1163.68,133,65,,,,,,,0.1,-0.3,-0.82,0.79,0.39,0.0,,0.1,0.58,254.45,82.47,77.24,85.04,69.55,77.94,74.31,97.97,72.28,74.44,89.79,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.1,0.17,-0.04,-0.03,-0.02,-0.03,-0.02
56990,30.812339782714844,-105.101806640625,80.1,7.32,0.81,0.09,-0.01,0.0,0.0,0.02,0.0,"[82.46,77.23,85.10,69.65,77.95,74.30,97.91,72.24,74.43,89.77]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.08,0.17,-0.04,-0.03,-0.03,-0.03,-0.03]",11.95,1163.75,133,66,,,,,,,0.09,-0.28,-0.86,0.8,0.44,0.0,,0.05,0.54,226.47,82.46,77.23,85.1,69.65,77.95,74.3,97.91,72.24,74.43,89.77,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.08,0.17,-0.04,-0.03,-0.03,-0.03,-0.03
56990,30.812339782714844,-105.101806640625,80.1,7.32,0.81,0.09,-0.01,0.0,0.0,0.02,0.0,"[82.46,77.23,85.10,69.65,77.95,74.30,97.91,72.24,74.43,89.77]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.08,0.17,-0.04,-0.03,-0.03,-0.03,-0.03]",11.95,1163.75,133,66,,,,,,,0.09,-0.28,-0.86,0.8,0.44,0.0,,0.05,0.54,226.47,82.46,77.23,85.1,69.65,77.95,74.3,97.91,72.24,74.43,89.77,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.08,0.17,-0.04,-0.03,-0.03,-0.03,-0.03
56991,30.812339782714844,-105.10176086425781,80.1,7.31,0.81,0.09,-0.01,0.0,0.0,0.01,0.0,"[82.44,77.22,85.16,69.75,77.96,74.29,97.84,72.21,74.43,89.75]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.06,0.16,-0.04,-0.03,-0.03,-0.03,-0.03]",12.06,1163.86,133,67,,,,,,,0.09,-0.25,-0.9,0.81,0.49,0.0,,0.04,0.45,172.55,82.44,77.22,85.16,69.75,77.96,74.29,97.84,72.21,74.43,89.75,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.06,0.16,-0.04,-0.03,-0.03,-0.03,-0.03
56991,30.812339782714844,-105.10176086425781,80.1,7.31,0.81,0.09,-0.01,0.0,0.0,0.01,0.0,"[82.44,77.22,85.16,69.75,77.96,74.29,97.84,72.21,74.43,89.75]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.10]","[-0.04,-0.03,-0.02,0.06,0.16,-0.04,-0.03,-0.03,-0.03,-0.03]",12.06,1163.86,133,67,,,,,,,0.09,-0.25,-0.9,0.81,0.49,0.0,,0.04,0.45,172.55,82.44,77.22,85.16,69.75,77.96,74.29,97.84,72.21,74.43,89.75,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.1,-0.04,-0.03,-0.02,0.06,0.16,-0.04,-0.03,-0.03,-0.03,-0.03
56992,30.812339782714844,-105.1017074584961,80.1,7.3,0.81,0.09,-0.02,0.0,-0.01,0.01,0.0,"[82.43,77.21,85.23,69.84,77.97,74.28,97.77,72.17,74.42,89.73]","[0.11,0.11,0.11,0.10,-0.07,0.10,0.11,0.11,0.10,0.09]","[-0.04,-0.03,-0.02,0.04,0.16,-0.04,-0.03,-0.03,-0.03,-0.03]",12.31,1164.11,133,68,,,,,,,0.08,-0.22,-0.93,0.82,0.55,0.0,,0.06,0.53,234.37,82.43,77.21,85.23,69.84,77.97,74.28,97.77,72.17,74.42,89.73,0.11,0.11,0.11,0.1,-0.07,0.1,0.11,0.11,0.1,0.09,-0.04,-0.03,-0.02,0.04,0.16,-0.04,-0.03,-0.03,-0.03,-0.03
56992,30.812339782714844,-105.1017074584961,80.1,7.3,0.81,0.09,-0.02,0.0,-0.01,0.01,0.0,"[82.43,77.21,85.23,69.84,77.97,74.28,97.77,72.17,74.42,89.73]","[0.11,0.11,0.11,0.10,-0.07,0.10,0.11,0.11,0.10,0.09]","[-0.04,-0.03,-0.02,0.04,0.16,-0.04,-0.03,-0.03,-0.03,-0.03]",12.31,1164.11,133,68,,,,,,,0.08,-0.22,-0.93,0.82,0.55,0.0,,0.06,0.53,234.37,82.43,77.21,85.23,69.84,77.97,74.28,97.77,72.17,74.42,89.73,0.11,0.11,0.11,0.1,-0.07,0.1,0.11,0.11,0.1,0.09,-0.04,-0.03,-0.02,0.04,0.16,-0.04,-0.03,-0.03,-0.03,-0.03
56993,30.812339782714844,-105.10166931152344,80.11,7.3,0.81,0.09,-0.02,0.0,-0.01,0.01,0.0,"[82.41,77.20,85.29,69.93,77.98,74.28,97.72,72.14,74.41,89.71]","[0.11,0.11,0.11,0.10,-0.07,0.10,0.11,0.11,0.10,0.09]","[-0.04,-0.03,-0.02,0.02,0.16,-0.04,-0.04,-0.03,-0.04,-0.04]",12.54,1164.34,133,69,,,,,,,0.08,-0.19,-0.95,0.82,0.59,0.0,,0.05,0.55,186.62,82.41,77.2,85.29,69.93,77.98,74.28,97.72,72.14,74.41,89.71,0.11,0.11,0.11,0.1,-0.07,0.1,0.11,0.11,0.1,0.09,-0.04,-0.03,-0.02,0.02,0.16,-0.04,-0.04,-0.03,-0.04,-0.04
56993,30.812339782714844,-105.10166931152344,80.11,7.3,0.81,0.09,-0.02,0.0,-0.01,0.01,0.0,"[82.41,77.20,85.29,69.93,77.98,74.28,97.72,72.14,74.41,89.71]","[0.11,0.11,0.11,0.10,-0.07,0.10,0.11,0.11,0.10,0.09]","[-0.04,-0.03,-0.02,0.02,0.16,-0.04,-0.04,-0.03,-0.04,-0.04]",12.54,1164.34,133,69,,,,,,,0.08,-0.19,-0.95,0.82,0.59,0.0,,0.05,0.55,186.62,82.41,77.2,85.29,69.93,77.98,74.28,97.72,72.14,74.41,89.71,0.11,0.11,0.11,0.1,-0.07,0.1,0.11,0.11,0.1,0.09,-0.04,-0.03,-0.02,0.02,0.16,-0.04,-0.04,-0.03,-0.04,-0.04
56994,30.812339782714844,-105.10162353515625,80.11,7.29,0.81,0.09,-0.01,0.0,-0.01,0.01,0.0,"[82.40,77.20,85.33,70.01,77.99,74.28,97.70,72.12,74.41,89.69]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.09]","[-0.04,-0.03,-0.02,0.02,0.17,-0.04,-0.04,-0.03,-0.04,-0.04]",12.72,1164.52,133,70,,,,,,,0.08,-0.19,-0.95,0.82,0.6,0.0,,0.07,0.57,231.2,82.4,77.2,85.33,70.01,77.99,74.28,97.7,72.12,74.41,89.69,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.09,-0.04,-0.03,-0.02,0.02,0.17,-0.04,-0.04,-0.03,-0.04,-0.04
56994,30.812339782714844,-105.10162353515625,80.11,7.29,0.81,0.09,-0.01,0.0,-0.01,0.01,0.0,"[82.40,77.20,85.33,70.01,77.99,74.28,97.70,72.12,74.41,89.69]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.09]","[-0.04,-0.03,-0.02,0.02,0.17,-0.04,-0.04,-0.03,-0.04,-0.04]",12.72,1164.52,133,70,,,,,,,0.08,-0.19,-0.95,0.82,0.6,0.0,,0.07,0.57,231.2,82.4,77.2,85.33,70.01,77.99,74.28,97.7,72.12,74.41,89.69,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.09,-0.04,-0.03,-0.02,0.02,0.17,-0.04,-0.04,-0.03,-0.04,-0.04
56995,30.812339782714844,-105.10157012939453,80.12,7.28,0.81,0.09,-0.01,0.0,-0.01,0.01,0.0,"[82.39,77.21,85.38,70.08,78.00,74.28,97.68,72.10,74.40,89.67]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.09]","[-0.04,-0.03,-0.02,0.02,0.17,-0.04,-0.03,-0.03,-0.04,-0.03]",12.8,1164.6,133,71,,,,,,,0.08,-0.18,-0.95,0.82,0.61,0.0,,0.09,0.56,229.55,82.39,77.21,85.38,70.08,78.0,74.28,97.68,72.1,74.4,89.67,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.09,-0.04,-0.03,-0.02,0.02,0.17,-0.04,-0.03,-0.03,-0.04,-0.03
56995,30.812339782714844,-105.10157012939453,80.12,7.28,0.81,0.09,-0.01,0.0,-0.01,0.01,0.0,"[82.39,77.21,85.38,70.08,78.00,74.28,97.68,72.10,74.40,89.67]","[0.11,0.11,0.11,0.10,-0.06,0.10,0.11,0.11,0.10,0.09]","[-0.04,-0.03,-0.02,0.02,0.17,-0.04,-0.03,-0.03,-0.04,-0.03]",12.8,1164.6,133,71,,,,,,,0.08,-0.18,-0.95,0.82,0.61,0.0,,0.09,0.56,229.55,82.39,77.21,85.38,70.08,78.0,74.28,97.68,72.1,74.4,89.67,0.11,0.11,0.11,0.1,-0.06,0.1,0.11,0.11,0.1,0.09,-0.04,-0.03,-0.02,0.02,0.17,-0.04,-0.03,-0.03,-0.04,-0.03
